Probe	E14.5_R1	E14.5_R2	Neonatal_R1	Neonatal_R2	Adult_R1	Adult_R2	TAC_R1	TAC_R2
Lnx2	782	901	1086	1438	288	399	382	421
Polr1d	815	860	669	619	296	295	404	405
Gsx1	0	0	0	0	0	0	0	0
2210019I11Rik	0	0	2	1	0	0	0	0
Pdx1	0	0	0	0	0	0	0	0
Cdx2	0	0	0	0	0	0	0	0
Prhoxnb	0	1	2	0	0	0	0	0
Flt3	9	18	7	5	9	10	11	14
Gm6054	4	3	3	5	8	6	6	7
Pan3	3759	4959	5041	5702	1618	1587	1708	1914
Flt1	2038	2443	4403	3562	1560	1545	1304	1668
Pomp	975	910	500	520	472	510	569	631
Slc46a3	27	29	72	59	181	257	120	125
Gm15721	4	1	5	7	1	0	0	0
Mtus2	2097	2265	1494	2251	1872	1763	2069	1741
Slc7a1	2801	3100	2174	2030	592	732	548	572
Ubl3	1611	2138	1762	2022	1015	1047	1053	1229
2210417A02Rik	0	0	0	0	0	0	0	1
n-R5s179	0	0	0	0	0	0	0	0
4930505K14Rik	0	1	0	0	0	0	0	0
Gm15407	0	0	0	0	0	0	0	0
Katnal1	407	411	440	329	540	447	600	544
8430423G03Rik	2	5	0	0	0	0	0	0
Gm15409	0	0	1	1	6	4	5	1
Gm15408	17	12	21	16	20	12	20	20
Hmgb1	6240	5863	2105	2403	1080	1028	1443	1185
AC122546.2	0	0	0	0	0	0	0	0
Gm8615	9	9	13	8	3	2	1	1
Uspl1	965	1065	1149	1262	371	355	441	452
AC122546.1	5	8	6	8	18	9	17	9
Alox5ap	25	26	42	22	108	94	116	141
n-R5s180	0	0	0	0	0	0	0	0
BC028471	202	221	369	253	274	234	439	406
4930588N13Rik	24	22	26	12	4	3	2	2
Gm15997	6	14	31	5	0	0	1	0
Wdr95	10	8	34	12	4	3	2	2
Hsph1	1721	1816	4229	4438	529	531	688	690
B3galtl	442	504	288	286	178	143	199	213
Rxfp2	2	3	3	2	0	0	0	0
Fry	2528	2863	3242	3779	3318	3870	2761	3038
Zar1l	0	2	4	0	0	0	0	0
Brca2	724	866	435	436	114	114	184	153
AC154885.1	0	0	0	0	0	0	0	0
N4bp2l1	239	239	478	445	94	111	111	125
N4bp2l2	2552	3277	2431	2681	1166	1104	1392	1365
Pds5b	3500	4586	3528	4286	1009	897	1203	1171
Kl	42	45	11	14	7	4	1	2
Stard13	2230	3114	3261	2893	1920	2401	1691	1876
D730045B01Rik	1	1	0	0	0	0	0	0
Vmn2r18	0	0	5	0	0	1	0	0
Rfc3	448	426	139	171	54	32	72	56
AC120011.2	0	0	0	0	0	0	0	0
AC120011.1	0	0	0	0	0	0	0	0
AC127263.1	0	0	0	0	0	0	0	0
Samd9l	186	190	831	1144	356	250	490	530
Hepacam2	0	0	5	1	16	13	13	17
Ccdc132	1645	1968	1771	2174	716	758	1005	903
Calcr	169	206	27	44	4	1	4	0
Tfpi2	58	45	88	55	10	6	18	11
Gngt1	0	0	1	2	0	0	0	0
Gng11	207	216	233	156	87	57	121	119
Bet1	378	369	267	318	183	237	287	260
Col1a2	6673	6523	7855	6699	1579	1033	6479	6281
Casd1	1378	1450	1088	1201	545	619	698	702
Sgce	812	914	947	729	306	272	402	351
Peg10	537	649	365	390	17	20	14	19
Gm20714	0	0	0	0	0	0	0	0
Ppp1r9a	2106	2562	2189	1972	1406	1368	1345	1344
Pon1	4	7	24	6	0	0	1	0
Pon3	469	535	625	569	289	302	399	376
Pon2	800	922	1067	1012	369	395	544	462
Asb4	596	602	551	509	105	134	92	71
Pdk4	1937	2019	2179	3569	1330	1750	1363	1920
Dync1i1	115	163	362	288	23	19	27	27
1700019G24Rik	1	7	9	3	0	0	0	0
Slc25a13	2727	3586	2468	2443	3364	3526	4005	3168
Gm20619	31	39	107	66	1476	1391	1354	990
Gm20617	1	6	12	10	4	6	8	2
Gm20685	0	1	0	0	18	10	15	17
Shfm1	1919	2093	1413	1739	956	985	1196	1190
Gm20618	11	9	20	17	8	2	6	2
Dlx6as1	5	9	15	8	4	4	5	6
Dlx6	10	6	9	8	2	5	5	9
Dlx5	5	5	2	4	0	0	1	0
Acn9	153	189	243	272	209	182	264	236
AC125153.1	0	0	0	0	0	0	0	0
Tac1	60	60	50	23	11	25	16	14
Asns	2222	2248	843	902	14	11	59	48
C1galt1	743	847	729	815	330	344	400	357
AC162391.1	121	140	76	72	2	6	8	3
Col28a1	25	27	41	45	35	43	57	42
Mios	797	888	657	775	484	516	615	523
Rpa3	500	426	151	208	95	101	114	119
Gm16039	2593	3556	2830	3857	882	788	1071	1168
Gm16055	2	7	8	4	0	0	2	1
Gm16043	13	20	25	14	11	6	13	6
A430035B10Rik	53	51	51	72	18	13	18	23
Ica1	449	512	635	449	383	307	507	460
Nxph1	11	5	27	33	12	21	20	8
AC141876.1	0	0	0	0	0	0	0	0
AC112139.1	0	0	0	0	0	0	0	0
Ndufa4	2084	1996	1603	2190	3589	3922	3609	3711
Phf14	2200	2702	2826	2915	1558	1498	1771	1786
Gm6578	0	0	0	0	0	0	0	0
Thsd7a	1159	1778	1869	1954	490	491	748	812
n-R5s160	0	0	0	0	0	0	0	0
Tmem106b	925	900	873	922	1351	1515	1479	1345
Vwde	0	3	1	0	0	0	0	1
AC139884.1	0	0	0	0	0	0	0	0
Tmem168	1135	1340	798	899	409	431	582	521
B630005N14Rik	1318	1557	1453	1685	429	417	575	529
Gpr85	92	92	25	21	3	3	13	5
2610001J05Rik	362	393	200	218	193	169	255	266
Ppp1r3a	701	798	1683	2161	3603	4128	3154	3595
Foxp2	964	1548	931	755	555	400	952	892
Mdfic	839	1250	2463	2201	492	389	735	787
Tfec	34	44	43	23	48	17	53	50
Gm15473	55	51	23	19	0	0	0	1
Gm4876	123	145	186	112	111	72	79	84
Tes	903	1005	624	623	54	38	77	108
D830026I12Rik	2	3	22	15	16	14	23	25
Gm15581	531	547	607	497	172	120	267	303
Cav2	299	290	495	333	234	188	334	363
Cav1	2077	2250	2926	2675	1016	779	1279	1335
AC024950.1	0	0	0	0	0	0	0	0
Met	1001	1261	941	1529	81	58	196	148
Capza2	5064	5281	3171	3979	2233	2342	2751	2612
St7	2542	3792	3754	3803	1099	1219	1265	1165
Wnt2	71	90	35	27	0	10	9	6
Asz1	5	12	2	0	0	0	2	1
Cftr	212	300	34	87	12	4	6	2
Gm15592	2	3	4	4	0	0	0	0
Cttnbp2	570	796	583	477	58	25	81	66
Gm15594	0	2	0	0	0	0	0	0
AC136215.1	0	0	0	0	0	0	0	0
Gm5874	16	18	9	5	1	0	0	1
Naa38	627	645	276	358	146	133	161	146
Ankrd7	9	23	30	10	0	0	0	2
Kcnd2	4232	6888	2826	4139	5619	6342	6038	5322
Tspan12	1403	1660	1894	2116	617	567	1030	835
Ing3	956	1005	582	663	202	216	250	227
A430107O13Rik	648	821	2033	1786	2323	2217	2209	2229
Wnt16	48	50	26	6	0	0	0	0
Fam3c	1297	1281	770	738	455	499	675	607
AC163663.1	0	0	0	0	0	0	0	0
AC134445.1	0	0	0	0	0	0	0	0
Ptprz1	125	130	131	174	17	13	23	19
Aass	20	14	9	2	10	15	16	10
AC122464.1	0	0	0	0	0	0	0	0
AC122464.2	0	0	0	0	0	0	0	0
Fezf1	0	0	1	0	0	0	0	0
Cadps2	347	448	444	506	166	120	141	145
Tas2r118	0	0	0	0	0	0	0	0
Slc13a1	12	21	18	19	9	7	8	9
AC132439.1	0	0	0	0	0	0	0	0
Iqub	27	40	117	49	26	25	15	21
Ndufa5	5461	4233	4760	6388	9471	10585	8862	9680
Asb15	17	35	91	118	937	1076	607	570
Lmod2	1142	1071	1021	1493	3913	4588	3661	3928
Wasl	1548	2023	1811	2308	718	714	847	869
Hyal6	0	5	4	4	0	0	1	0
Hyal4	1	3	6	4	0	0	2	1
Spam1	0	0	0	0	0	0	0	0
Hyal5	0	0	0	0	0	0	0	0
Tmem229a	0	2	1	0	0	0	0	0
Gpr37	71	76	21	16	0	0	1	0
Pot1a	359	421	471	401	357	376	432	353
Grm8	61	102	58	48	18	30	32	15
6530409C15Rik	123	165	102	118	48	47	50	66
Zfp800	974	1209	871	1082	355	343	431	471
Gcc1	350	355	287	228	164	137	203	187
Arf5	307	263	137	199	127	116	143	139
Fscn3	9	11	9	5	1	2	2	0
Pax4	0	0	0	0	0	0	0	0
Snd1	5398	7590	8745	8312	2224	2222	2754	2658
Lrrc4	248	354	378	279	75	67	89	86
Gm3294	20	27	20	10	1	0	2	2
Mir129-1	0	0	0	0	0	0	0	0
Lep	4	2	0	0	0	0	0	0
Rbm28	1394	1389	1132	944	636	597	735	777
Prrt4	12	11	33	24	12	15	29	41
Impdh1	343	359	302	295	99	97	153	146
Hilpda	95	77	108	73	16	18	33	23
Fam71f2	5	11	22	13	0	0	0	0
Fam71f1	7	8	20	7	0	0	0	0
Gm17172	0	0	0	0	0	0	0	0
Calu	7786	7653	4994	5561	2765	2954	4657	4167
Opn1sw	12	15	12	10	0	1	4	1
Ccdc136	750	789	344	387	48	32	170	113
Flnc	7314	8101	5102	8650	2698	2664	7242	5591
Atp6v1f	256	235	161	192	153	168	207	179
Gm9047	8	18	5	10	0	3	2	0
Kcp	108	88	129	49	37	27	44	45
Irf5	150	166	126	96	117	93	94	149
Tnpo3	2749	3039	2221	2360	1048	1015	1385	1395
Tspan33	78	87	50	45	13	14	13	13
Smo	799	801	520	504	220	192	232	246
Ahcyl2	1679	2438	2636	2621	615	595	849	804
Fam40b	2607	2554	2838	3664	1829	2074	2873	2571
1700023L04Rik	5	5	18	5	1	3	7	9
Nrf1	1797	2322	1612	1818	541	567	595	768
Mir182	0	0	0	0	0	0	0	0
Mir96	0	0	0	0	0	0	0	0
Mir183	0	0	0	0	0	0	0	0
Ube2h	2454	3302	3918	4263	1298	1280	1357	1605
1700095J07Rik	16	16	31	15	4	2	2	2
Zc3hc1	604	570	343	338	132	153	150	145
n-R5s161	0	0	0	0	0	0	0	0
Klhdc10	1647	2022	1536	1455	727	680	918	897
1700012C14Rik	1	1	6	3	0	0	0	0
Tmem209	561	631	354	300	168	189	287	255
1700025E21Rik	0	4	5	3	0	0	0	0
Cpa2	51	54	23	11	0	0	0	0
Cpa4	41	47	11	9	0	0	0	0
Gm13781	0	0	0	0	0	0	0	0
Cpa5	23	24	9	6	0	0	0	0
Cpa1	49	39	59	33	0	0	1	0
Tsga14	128	182	115	79	38	34	55	57
Gm13782	3	3	7	2	0	0	0	1
Mest	5756	5666	1912	1540	58	33	196	180
Copg2	1953	2055	1395	1268	857	864	1246	1026
4930412F09Rik	10	7	22	10	0	0	0	0
Tsga13	7	2	6	3	0	0	1	0
Klf14	46	64	22	28	0	0	1	1
Mir29a	0	0	0	0	0	0	0	0
Mir29b-1	0	0	0	0	0	0	0	0
Gm13834	1	2	4	6	7	12	10	7
Gm13833	0	0	0	1	2	2	3	2
AB041803	229	405	908	784	2355	2823	1878	1926
2210408F21Rik	23	17	77	75	1511	1527	1052	1319
Gm14532	3	1	4	2	108	84	87	70
Gm13845	49	49	120	88	44	46	83	72
Gm13844	1	4	11	4	57	46	51	36
Mkln1	4063	5266	5399	5858	2042	1910	2416	2382
Podxl	1202	1215	1470	1211	810	657	1039	1061
Gm6117	0	0	1	1	0	0	0	0
Gm13847	14	12	38	11	1	1	10	3
Gm13848	0	0	0	0	0	0	0	0
Gm13849	5	5	5	3	2	0	2	0
1700012A03Rik	0	0	1	0	0	0	0	0
Gm13850	0	0	0	0	0	0	0	0
Plxna4	3342	4880	6949	7190	2324	1745	2094	2166
Gm13851	7	16	15	18	8	1	3	5
9430029A11Rik	0	1	5	6	3	0	2	3
B230378P21Rik	5	3	14	5	2	0	7	9
Chchd3	4612	6061	7648	7397	7106	7216	7407	7232
Gm14540	7	3	9	7	8	5	11	6
Exoc4	4235	5968	6003	5303	3259	2922	4385	4242
Gm13853	0	0	0	0	0	0	0	0
Lrguk	84	120	33	20	7	1	17	24
Gm13856	45	41	18	28	14	8	17	13
Slc35b4	483	520	293	415	109	118	172	150
Gm13855	0	1	0	0	0	0	0	0
Gm14546	30	30	24	34	54	37	57	52
Akr1b3	677	624	423	568	798	915	894	871
Akr1b8	140	136	64	61	45	40	64	71
AC115767.1	0	0	0	0	0	0	0	0
Akr1b10	428	419	252	333	375	415	407	388
Akr1b7	0	4	14	3	0	0	1	0
Bpgm	545	534	365	421	246	220	291	220
Gm13860	0	2	5	0	0	0	0	0
Cald1	5289	6586	5440	4802	696	514	1353	1394
Gm13861	1	0	3	0	0	0	0	2
Npn2	0	1	0	0	0	0	0	0
Gm14547	11	20	24	10	0	1	1	0
Agbl3	280	385	406	229	87	62	103	85
Tmem140	40	51	276	370	133	156	201	177
3110062M04Rik	45	47	68	45	28	35	37	37
Wdr91	656	729	518	539	199	207	296	269
Stra8	5	6	5	0	0	0	0	1
2010107G12Rik	26	33	25	31	5	3	9	6
Cnot4	2903	4214	4347	4907	1389	1359	1491	1617
Nup205	2971	3017	1439	1491	442	415	608	600
1810058I24Rik	381	424	323	350	347	342	442	414
Slc13a4	24	17	21	25	4	5	12	6
Fam180a	83	83	114	168	5	1	12	10
Mtpn	1766	1998	1422	1440	495	504	811	744
9330158H04Rik	107	137	174	199	189	186	192	177
Chrm2	2937	4169	3464	5074	3775	3982	4234	3294
AC153902.1	0	0	0	0	0	0	0	0
Ptn	1653	1742	938	596	49	26	274	166
Dgki	280	416	391	336	61	32	38	43
1700111E14Rik	32	33	26	26	21	17	25	26
Creb3l2	3322	4251	4309	4488	792	675	1326	1301
Akr1d1	0	0	3	1	1	0	0	0
AC157101.1	0	0	0	0	0	0	0	0
Trim24	2533	3039	3291	2948	900	800	1085	1103
Svopl	17	23	25	21	12	5	21	10
Atp6v0a4	322	435	269	233	77	57	188	157
Tmem213	0	4	0	0	0	0	0	0
Zc3hav1l	306	326	180	127	20	20	47	33
Zc3hav1	640	748	1475	1602	390	327	453	521
Ttc26	164	177	73	85	57	59	83	63
Ubn2	2484	3373	3062	3622	1603	1663	1759	1892
1110001J03Rik	151	153	124	120	136	161	133	134
Luc7l2	4518	5476	4570	4888	3544	3519	3754	3965
Klrg2	81	66	79	99	2	2	7	5
Clec2l	35	41	41	28	3	1	8	6
Hipk2	3679	5629	5131	7003	1456	1410	1737	1725
Tbxas1	52	54	89	50	302	233	260	399
Parp12	533	618	1167	1436	370	393	531	480
4930599N23Rik	115	170	278	434	115	111	109	185
Jhdm1d	2270	2856	2285	2735	1190	1230	1332	1424
Slc37a3	527	606	604	646	240	248	352	317
Rab19	6	1	5	5	7	1	6	9
Mkrn1	879	833	374	444	275	294	385	323
Gm10244	9	6	1	0	0	1	1	0
AC153624.1	0	0	0	0	0	0	0	0
Dennd2a	834	1061	971	698	225	188	238	306
8030453O22Rik	5	5	16	7	27	16	14	14
Adck2	811	804	713	823	1307	1401	1264	1272
Gm16272	34	42	42	28	26	19	33	24
Braf	2927	4044	3292	3528	1002	1007	1356	1291
Mrps33	337	299	205	257	268	299	317	352
Gm5567	12	10	16	14	15	15	9	11
Agk	806	941	655	584	358	391	469	421
E330009J07Rik	267	275	125	171	100	90	133	115
Wee2	4	4	13	4	0	0	0	0
Ssbp1	925	876	444	523	532	603	593	617
Tas2r137	1	1	6	0	1	0	0	0
Tas2r108	1	0	2	1	0	0	0	0
Prss37	0	0	1	0	0	0	0	0
Olfr461	0	0	0	0	0	0	0	0
Olfr460	0	0	0	0	0	0	0	0
Clec5a	3	9	19	6	59	39	93	94
Tas2r138	0	0	0	0	0	0	0	0
Mgam	7	7	37	18	6	6	46	48
Moxd2	0	0	0	0	0	0	0	0
Trbv1	0	0	0	0	0	0	0	0
Prss58	0	0	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0	0	0	0
Gm4744	0	0	0	0	0	0	0	0
1810009J06Rik	0	0	0	0	0	0	0	0
Gm2663	0	0	0	0	0	0	0	0
2210010C04Rik	0	0	0	0	0	0	1	0
Trbv2	0	0	0	0	0	0	0	0
Trbv3	0	0	0	0	0	0	0	0
Trbv4	0	0	0	0	0	0	0	0
Trbv5	0	0	1	2	0	0	0	0
Trbv10	0	0	0	0	0	0	0	0
AC153851.2	0	0	0	0	0	0	0	0
Trbv13-1	0	0	0	1	0	0	0	0
AC153851.1	0	0	0	1	0	0	0	0
Trbv13-2	0	0	0	1	0	0	0	0
Trbv13-3	0	0	0	0	0	0	0	0
Trbv14	0	0	0	0	0	0	0	0
Trbv15	0	0	0	1	0	0	0	0
Trbv16	0	0	0	2	0	0	0	0
Trbv17	0	0	0	0	0	0	0	0
Trbv19	0	0	0	2	0	0	0	0
Trbv20	0	0	0	1	0	0	0	0
Trbv21	0	0	0	0	0	0	0	0
Trbv23	0	0	0	0	0	0	0	0
Trbv26	0	0	0	0	0	0	0	0
Trbv29	0	0	0	0	0	0	0	1
Trbv30	0	0	0	0	0	0	0	0
Try4	0	0	0	0	0	0	0	0
Try5	0	0	0	0	0	0	0	0
Try10	0	0	0	0	0	0	0	0
Prss3	0	0	0	0	0	0	0	0
Gm5771	0	0	0	0	0	0	0	0
Gm10334	0	0	0	0	0	0	0	0
Prss1	0	0	0	0	0	0	0	0
Prss2	1	0	0	0	0	0	0	0
AC117678.2	0	0	0	0	0	0	0	0
Trbj1-1	0	1	0	0	0	0	0	0
Trbj1-2	0	0	0	0	0	0	0	0
Trbj1-3	0	0	0	0	0	0	0	0
Trbj1-4	0	0	0	0	0	0	0	0
Trbj1-5	0	0	0	0	0	0	0	0
Trbj1-6	0	0	0	0	0	0	0	0
Trbj1-7	0	0	0	0	0	0	0	0
Trbc1	18	22	0	12	3	0	0	2
AC117678.1	0	0	0	0	0	0	0	0
Trbj2-1	0	0	0	0	0	0	0	0
Trbj2-2	0	0	0	0	0	0	0	0
Trbj2-3	1	0	0	0	0	0	0	0
Trbj2-4	0	0	0	0	0	0	0	0
Trbj2-5	0	0	0	0	0	0	0	0
Trbj2-6	0	0	0	0	0	0	0	0
Trbj2-7	0	0	0	0	0	0	0	0
Trbc2	23	20	0	19	2	0	0	0
Trbv31	0	0	0	0	0	0	0	0
Ephb6	48	55	25	34	25	11	17	24
Trpv6	3	3	0	1	0	0	0	0
Trpv5	0	0	0	0	0	0	0	0
1700034O15Rik	0	0	0	0	0	0	0	0
Kel	229	221	88	93	31	16	37	12
Olfr459	0	0	0	0	0	0	0	0
Pip	0	0	0	0	0	0	0	0
Sval2	0	0	0	0	0	0	0	0
Sval1	0	0	0	0	0	0	0	0
Sval3	0	0	0	0	0	0	0	0
Sva	0	0	0	0	0	0	0	0
Tas2r139	0	0	0	0	0	0	0	0
Tas2r144	0	0	0	0	0	0	0	0
Gstk1	61	62	70	105	481	551	318	349
Tmem139	0	0	2	1	1	0	0	0
Casp2	835	807	398	501	126	143	196	168
Clcn1	112	142	149	105	318	242	134	113
Fam131b	9	12	20	6	5	3	18	11
Zyx	967	1081	651	608	283	323	349	379
Epha1	62	70	29	27	18	9	8	14
Tas2r143	3	6	9	2	0	0	0	0
Tas2r135	7	14	18	13	0	0	0	1
Tas2r126	2	3	1	3	0	0	0	0
Olfr458	0	0	0	0	0	0	0	0
Olfr457	0	0	0	0	0	0	0	0
Olfr456	0	0	0	0	0	0	0	0
Gm4877	1	0	0	0	0	0	0	0
Olfr455	0	0	0	0	0	0	0	0
Fam115e	1	4	9	3	0	0	0	1
Fam115c	203	204	162	131	28	23	66	60
Fam115a	1484	1541	853	791	219	237	377	330
Olfr453	0	0	0	0	0	0	0	0
Olfr38	0	0	0	0	0	0	0	0
Olfr452	0	0	0	0	0	0	0	0
Olfr450	0	0	0	0	0	0	0	0
Olfr449	0	0	0	0	0	0	0	0
Olfr448	0	0	0	0	0	0	0	0
Olfr447	0	0	0	0	0	0	0	0
Olfr446	0	0	0	0	0	0	0	0
Olfr444	0	0	0	0	0	0	0	0
Gm17472	0	0	0	0	0	0	0	0
Gm20730	0	0	0	0	0	0	0	0
Olfr443-ps1	0	0	0	0	0	0	0	0
Olfr441	0	0	0	0	0	0	0	0
Olfr237-ps1	0	0	0	0	0	0	0	0
Olfr437	0	0	0	0	0	0	0	0
Olfr13	0	0	0	0	0	0	0	0
Olfr435	0	0	0	0	0	0	0	0
AC158671.1	0	0	0	0	0	0	0	0
Olfr434	0	0	0	0	0	0	0	0
Olfr47	0	0	0	0	0	0	0	0
Arhgef5	578	590	503	591	311	300	422	409
Nobox	0	0	2	0	0	0	0	0
Tpk1	429	686	1005	691	646	512	723	685
Cntnap2	86	111	54	60	13	7	64	9
Rbpsuh-rs3	83	80	51	72	9	9	15	11
Cul1	5599	6120	3918	5146	1842	1890	2129	2173
Ezh2	1752	2024	1861	2322	305	260	421	391
AC166252.3	0	0	0	0	0	0	0	0
AC166252.1	0	0	0	0	0	0	0	0
Pdia4	2033	1988	833	1031	400	395	560	517
AC166252.2	0	1	0	0	0	0	0	1
Zfp786	22	21	22	11	14	24	23	9
Zfp398	292	337	266	239	221	196	244	257
Zfp282	449	512	436	399	167	160	205	198
Zfp212	338	347	217	252	75	99	115	90
Zfp956	26	40	35	16	36	34	33	58
Zfp777	392	430	348	352	161	162	190	178
Gm15463	0	0	0	0	0	0	0	0
AC166290.1	0	0	0	0	0	0	0	0
Zfp746	352	385	413	383	209	211	233	250
AC162464.1	0	0	0	0	0	0	0	0
Krba1	537	510	500	507	517	478	619	531
AC153815.1	0	0	0	0	0	0	0	0
Zfp467	92	95	141	102	77	50	59	90
Sspo	27	17	31	21	13	14	9	10
Gm7887	39	31	23	25	10	7	15	8
Atp6v0e2	124	104	89	90	44	41	53	46
Lrrc61	78	66	98	86	104	104	97	99
Rarres2	112	100	134	150	241	147	142	178
Gm5111	3	0	1	1	1	0	0	2
Repin1	191	207	106	150	142	130	215	163
Zfp775	28	35	51	46	96	108	109	107
AI854703	8	12	9	6	2	1	9	2
Gimap8	159	162	428	313	162	113	269	241
Gimap9	100	100	133	111	26	14	50	51
Gimap4	362	347	673	514	149	144	327	289
Gimap6	813	805	944	831	185	178	315	302
Gimap1	145	165	255	199	78	74	137	147
Gm3345	0	3	3	1	0	1	1	3
Gimap3	2	2	4	8	3	2	1	3
Tmem176b	605	552	311	394	260	205	313	341
Tmem176a	161	147	86	100	58	41	84	86
Gm7932	0	2	0	0	0	0	0	0
Abp1	0	0	3	1	0	0	0	0
1600015I10Rik	0	0	0	0	0	2	3	2
Gm10242	0	0	0	0	0	0	0	0
Doxl2	0	0	0	0	0	0	0	0
Svs1	0	0	0	0	0	0	0	0
Gpnmb	83	85	110	89	22	12	25	27
2410003K15Rik	471	452	357	402	287	330	307	316
Igf2bp3	2193	2802	1751	1718	18	12	20	14
AC158667.1	0	0	0	0	0	0	0	0
Tra2a	2291	2446	1736	2122	854	887	782	1042
Ccdc126	170	206	138	141	64	77	72	84
D330028D13Rik	64	76	45	37	10	9	12	10
Stk31	6	30	25	11	1	0	2	0
Npy	33	29	50	29	0	0	0	0
AC153895.1	0	0	0	0	0	0	0	0
Mpp6	2575	2917	2603	3474	1351	1337	1708	1447
Dfna5	202	248	153	149	62	43	96	67
Osbpl3	1445	1711	1697	2156	909	931	1241	935
Cycs	2634	2418	2602	3086	3568	3845	3796	3847
5430402O13Rik	32	36	91	58	98	115	71	57
4921507P07Rik	30	25	37	22	14	7	10	5
Gm4782	0	0	0	0	0	0	0	0
Gm8038	0	0	0	0	0	0	0	0
Npvf	3	0	0	0	0	0	0	0
G930045G22Rik	0	0	0	0	0	0	0	0
Mir148a	0	0	1	0	0	0	0	0
Nfe2l3	173	194	67	83	19	16	15	19
Hnrnpa2b1	13213	11178	5271	6855	3038	3410	3427	3636
Cbx3	3860	3536	1435	1828	675	596	865	834
Snx10	334	415	327	309	293	285	402	403
AC153877.1	0	0	0	0	0	0	0	0
Skap2	558	749	1626	1269	700	533	854	913
Gm15055	8	4	54	22	0	0	9	7
Hoxa1	16	10	20	5	0	0	1	1
Gm15051	22	18	23	24	0	3	2	2
Hoxa2	72	84	141	82	16	7	14	12
5730446D14Rik	4	4	5	4	1	0	0	0
Gm15050	1	3	1	4	0	0	0	0
2700086A05Rik	19	19	22	18	5	1	7	3
Hoxa7	2	5	2	1	0	1	1	1
Hoxa9	2	2	0	0	0	0	0	0
Hoxa10	0	0	0	0	0	0	0	0
Hoxa11	0	0	0	0	2	0	0	0
Hoxa11as	0	0	0	0	0	0	0	0
Hoxa13	0	0	0	0	0	0	0	0
Gm15053	0	0	0	0	0	0	0	0
5730457N03Rik	0	0	0	0	0	0	0	0
Evx1	1	0	0	0	0	0	0	0
Hibadh	977	1263	1819	1849	1948	2025	1987	2026
Tax1bp1	5015	5174	3567	4461	2354	2407	2978	2730
Jazf1	1999	2868	2952	3695	256	268	442	416
Creb5	3141	4557	3898	4357	582	489	766	1002
Tril	73	84	118	93	46	32	133	112
Gm16499	0	0	0	0	0	0	0	0
AC073297.1	0	0	0	0	0	0	0	0
Cpvl	7	8	23	4	1	0	0	1
Chn2	761	1171	724	474	281	186	335	361
9530036M11Rik	0	2	0	0	0	0	0	0
Gm15527	63	79	128	65	22	15	38	36
Prr15	87	79	58	44	15	18	24	30
Wipf3	279	378	408	478	773	963	645	668
Scrn1	187	207	175	124	189	147	288	257
Fkbp14	384	338	295	229	139	117	189	179
Plekha8	625	701	582	509	299	281	416	403
Gm15863	12	12	9	9	6	2	7	5
2410066E13Rik	178	192	83	125	107	109	80	80
Znrf2	1736	2250	2013	2726	818	784	1087	918
Nod1	189	201	416	449	395	377	423	433
Ggct	105	101	114	137	265	266	223	205
Gars	5464	5775	3019	3065	715	831	1159	941
Crhr2	309	349	300	298	471	384	398	368
Inmt	0	0	0	0	86	99	8	10
Fam188b	164	194	180	139	151	174	173	171
AC083946.1	0	0	0	0	0	0	0	0
Aqp1	374	379	687	606	608	626	452	462
Ghrhr	0	0	3	1	0	0	0	0
Adcyap1r1	73	85	152	65	95	67	209	151
Neurod6	0	0	0	0	0	0	0	0
Ccdc129	2	3	2	1	0	0	0	0
Ppp1r17	61	35	1	6	0	0	0	0
Pde1c	1136	1448	5539	6871	3055	3695	4447	3341
Lsm5	311	351	133	115	73	74	83	88
Avl9	1592	1707	1298	1515	380	380	539	495
Kbtbd2	1681	1862	1243	1517	495	560	592	606
Fkbp9	2405	2305	1413	1622	957	975	1320	1151
Nt5c3	884	1048	1002	1162	763	807	830	746
Vmn1r4	6	11	14	4	2	0	3	2
Vmn1r5	0	0	0	0	0	0	0	0
Vmn1r6	0	0	0	0	0	0	0	0
Vmn1r7	0	0	0	0	0	0	0	0
Vmn1r8	0	0	0	0	0	0	0	0
Vmn1r9	0	0	0	0	0	0	0	0
Vmn1r10	0	0	0	0	0	0	0	0
Vmn1r11	0	0	0	0	0	0	0	0
Vmn1r12	0	0	0	0	0	0	0	0
Vmn1r13	0	0	0	0	0	0	0	0
Vmn1r14	0	0	0	0	0	0	0	0
Vmn1r15	0	0	0	0	0	0	0	0
Vmn1r16	0	0	0	0	0	0	0	0
Vmn1r17	0	0	0	0	0	0	0	0
Vmn1r18	0	0	0	0	0	0	0	0
Vmn1r19	0	0	0	0	0	0	0	0
Vmn1r20	0	0	0	0	0	0	0	0
4930533I22Rik	5	8	9	8	0	1	2	2
Ppm1k	860	893	739	879	1687	1715	1248	1099
AC142212.1	0	2	2	2	0	0	2	1
Herc6	302	357	832	1485	252	194	356	420
Pigy	412	414	361	393	468	482	563	502
Lancl2	727	851	483	474	290	316	366	302
Vopp1	722	847	659	569	217	213	339	281
Vmn1r21	0	0	0	0	0	0	0	0
Vmn1r22	0	0	0	0	0	0	0	0
Vmn1r23	0	0	0	0	0	0	0	0
Vmn1r24	0	0	0	0	0	0	0	0
Vmn1r25	0	0	0	0	0	0	0	0
Vmn1r26	0	0	0	0	0	0	0	0
Vmn1r27	0	0	0	0	0	0	0	0
